rank	word	reading	pos	meaning	example	translation
935	友	とも	noun	friend; companion; comrade	敵を持ったことのないものには友はできない。	He makes no friend who never made a foe.
936	店舗	てんぽ	noun	shop; store; establishment	私は店舗の二階に住んでいる。	I live in a flat above a shop.
937	感情	かんじょう	noun	emotion; feeling; feelings	彼には人間的な感情がまったくかけている。	He is devoid of human feeling.
938	批判	ひはん	noun	criticism; judgement; judgment	一言批判されただけで彼女はびくびくする。	A bare word of criticism makes her nervous.
939	業務	ぎょうむ	noun	business; work; operations	支配人が不在の時は彼女が業務を管理する。	She handles the business when the manager is away.
940	業界	ぎょうかい	noun	business world; business circles; (the) industry	この会社は石油業界で２位に位している。	This firm ranks second in the oil trade.
941	発言	はつげん	noun	statement; remark; observation	これに関連してどなたか発言がありますか。	Do any of you have anything to say in connection with this?
942	相当	そうとう	noun	corresponding to (in meaning, function, etc.); being equivalent to	住宅は相当な値段を払えば手に入るだろう。	Housing could be obtained at a price.
943	相談	そうだん	noun	consultation; discussion; discussing	旅行についてはご両親と相談してください。	Please consult with your parents about the trip.
944	維持	いじ	noun	maintenance; preservation; improvement	彼らはエアロビクスで元気を維持している。	They keep up their spirits by doing aerobics.
945	西	にし	noun	west	今日、西ヨーロッパの７人に１人は老人です。	Today, one of every seven people in Western Europe is classified as elderly.
946	要素	ようそ	noun	component; factor; item (e.g. in list)	資本、土地、労働は生産の三大要素である。	Capital, land and labor are the three key factors of production.
947	視聴	しちょう	noun	looking and listening; (television) viewing; watching	テレビは視聴者に娯楽ばかりではなく、知識も与える。	Television enlightens the viewers as well as entertains them.
948	解説	かいせつ	noun	explanation; commentary; exposition	彼の解説がわかった人はほとんどいなかった。	Few people understood his comment.
949	設計	せっけい	noun	plan; design; layout	次に彼女は町にさらに２つの公園を設計した。	She went on to lay out two more parks in the town.
950	試験	しけん	noun	examination; exam; test	明日の試験のことで緊張してはいけません。	You mustn't be nervous about tomorrow's exam.
951	距離	きょり	noun	distance; range; interval	科学者は惑星間の距離を容易に計算できる。	Scientists can easily compute the distance between planets.
952	雑誌	ざっし	noun	magazine; journal; periodical	彼女はソファーに座って雑誌を読んでいた。	She sat on the sofa, reading a magazine.
953	青	あお	noun	blue; azure	彼女の３台の車の１台は青で、残りは赤だ。	One of her three cars is blue and the others are red.
954	こんなに	こんなに	adverb	so; like this; in this way	私はこんなにきれいな川を見たことがない。	This is the most beautiful river I have ever seen.
955	だし	だし	noun	dashi; Japanese soup stock made from fish and kelp	速度のだし過ぎは事故のもとになる。	Speeding causes accidents.
956	オープン	おーぷん	noun	opening (a new store, golf course, runway, etc.)	私は大阪までのオープンチケットを持っています。	I have an open ticket to Osaka.
957	クラブ	くらぶ	noun	nightclub	彼はもう私達のクラブのメンバーではない。	He is no longer a member of our club.
958	スター	すたー	noun	star (actor, athlete, etc.); celebrity	彼女はかつてトラック競技のスターだった。	She was a track star once.
959	タイム	たいむ	noun	time (for, to do)	彼はマラソンで彼女のタイムを計った。	He timed her in the marathon race.
960	リスト	りすと	noun	list	買い物リストの品物を全部確かめましたか。	Did you check all the items on the shopping list?
961	仕様	しよう	noun	way; method; means	仕様、価格は変更することがあります。	Specifications and price are subject to change.
962	公園	こうえん	noun	(public) park	彼女は朝食前に犬を公園へ連れて行きます。	She takes her dog to the park before breakfast.
963	努力	どりょく	noun	effort; exertion; endeavour	毎朝早起きできるように努力するつもりだ。	I'll make an effort to get up early every morning.
964	唯一	ゆいいつ	adjective	only; sole; unique	彼は私が本当に信頼できる唯一の友人です。	He is the only friend I can really trust.
965	城	しろ	noun	castle	残念なことにその城を見る機会がなかった。	Unfortunately, I didn't get the chance to see the castle.
966	基準	きじゅん	noun	standard; criterion; norm	私の判断の基準は楽しく働く能力だ。	My criterion is the ability to work joyfully.
967	始める	はじめる	verb	to start; to begin; to commence	運動のためプールにも通い始めた頃でした。	That was when I started going to the pool for exercise.
968	得る	える	verb	to get; to earn; to acquire	利口なその少年は自分の発明品で賞を得た。	The ingenious boy won a prize for his invention.
969	復活	ふっかつ	noun	revival (of an old system, custom, fashion, etc.); restoration; return	私は復活祭のパレードを見て楽しんだ。	I enjoyed watching the Easter Parade.
970	性格	せいかく	noun	character (of a person); personality; disposition	私はいつも不思議な性格の方が好きだった。	I always liked strange personalities.
971	提案	ていあん	noun	proposal; proposition; suggestion	彼は彼女をだまして彼の提案に同意させた。	He tricked her into agreeing to his proposal.
972	最新	さいしん	noun	latest; newest; late-breaking (news)	彼女は最新の流行に遅れないようにしていた。	She tried to keep abreast of the latest fashions.
973	東	ひがし	noun	east	日が昇りはじめて東の方が明るくなった。	The east was brightened by the rising sun.
974	桜	さくら	noun	cherry tree; cherry blossom; sakura	日本の桜はまさにイギリスのバラにあたる。	The cherry blossom is to Japan what the rose is to England.
975	検査	けんさ	noun	inspection (e.g. customs, factory); examination; test	私は年に１度からだの検査を受けている。	I get a physical examination once a year.
976	確実	かくじつ	na-adjective	certain; sure; definite	あなたが去る前には火を確実に消しなさい。	Be sure to put out the fire before you leave.
977	終わる	おわる	verb	to end; to come to an end; to finish	体育祭も終わったし、次は中間テストかあ。	Well sports day is over too, next the midterms ...
