rank	word	reading	part_of_speech	meaning	example	translation
883	失礼	しつれい	noun	discourtesy; impoliteness	それではそろそろ失礼します。	Well, I must be going.
884	安定	あんてい	noun	stability; steadiness; consistency	今日の政治状況はそれほど安定していない。	The current political situation is not very stable.
885	広告	こうこく	noun	advertisement; advertising	その広告はたいへん注目を集めていた。	The ad really pulled.
886	早い	はやい	i-adjective	fast; quick; rapid	できるだけ早い返事をお待ちしています。	I look forward to receiving your reply as soon as possible.
887	武器	ぶき	noun	weapon; arms; ordnance	すべての武器を捨てよう。	Lay down all arms.
888	画面	がめん	noun	screen (of a TV, computer, etc.)	画面がもっと見えるように近づきたい。	Come closer in order that you may see the screen better.
889	社長	しゃちょう	noun	company president; manager; director	その時、社長の言った事が理解できなかった。	I could not understand what the president said then.
890	秘密	ひみつ	noun	secret; secrecy; confidentiality	秘密を守ってくれると思い安心している。	My mind is at ease believing you'll keep the secret.
891	胸	むね	noun	chest; breast	少し走ったら胸がどきどきした。	I felt my heart pound after running a little.
892	装置	そうち	noun	equipment; device; installation	みんな、その装置にとても感心した。	Everyone was really impressed with that machine.
893	複数	ふくすう	adjective	plural; multiple	アジアの宗教から閃きを得て、彼は複数の素晴らしい彫刻を生み出した。	Asian religions inspire him to create splendid sculptures.
894	謎	なぞ	noun	riddle; puzzle; enigma	ついにそのなぞの意味が解けた。	I finally penetrated the meaning of the riddle.
895	迎え	むかえ	noun	meeting; greeting; welcome	素晴らしき日をお迎えください。	All the best wishes on this wonderful day.
896	連続	れんぞく	noun	continuation; succession; series	チームは５年間連続して優勝した。	The team won the championship for five years running.
897	都市	とし	noun	town; city; municipal	その都市は最近急速に拡大した。	The city has rapidly expanded recently.
898	だめ	だめ	na-adjective	no good; not serving its purpose; useless	トム、死んじゃだめ。	Tom, don't die.
899	やはり	やはり	adverb	as expected; sure enough; just as one thought	それでもやはり、彼は罰せられた。	He was punished all the same.
900	サッカー	サッカー	noun	soccer; (association) football	サッカーをしますか、それともラグビー？	Do you play soccer or rugby?
901	例えば	たとえば	adverb	for example; for instance; e.g.	例えば、ジェニファーを見てごらんよ。	Take Jennifer for example.
902	処理	しょり	noun	processing; dealing with; treatment	その問題をすぐ処理しなければならない。	We must deal with the problem instantly.
903	及び	および	conjunction	and; as well as	私は妹と性格および習慣が大きく異なる。	I am widely different from my little sister in character and habits.
904	常に	つねに	adverb	always; constantly; at all times	彼の言動は常に矛盾していた。	His actions always contradicted his word.
905	株式会社	かぶしきがいしゃ	noun	stock company; corporation; kabushiki kaisha	三村・泰之氏（みむら・やすゆき＝コニチカ株式会社取締役）三日、心不全で死去。４５歳。	Mimura Yasuyuki (Konichika LTD, Managing Director) died of heart attack on the third, age 45.
906	正しい	ただしい	i-adjective	right; correct	彼の性格について君はまったく正しい。	You are absolutely right about his character.
907	満足	まんぞく	noun	satisfaction; contentment; gratification	彼はまったく満足していなかった。	He was not at all satisfied.
908	生徒	せいと	noun	pupil; student; schoolchild	生徒たちはずっと静かに座っていた。	The students sat quiet all the time.
909	米国	べいこく	noun	(United States of) America; USA; US	この小説は米国の作家によって書かれた。	This novel was written by an American writer.
910	紙	かみ	noun	paper	ほとんど紙が残っていません。	There's very little paper left.
911	練習	れんしゅう	noun	practice; training; drill	私は１５年間毎日ピアノを練習しています。	I have practiced piano every day for fifteen years.
912	食	しょく	noun	food; foodstuff	あのレストランは毎日二千食準備している。	That restaurant prepares two thousand meals every day.
913	あげる	あげる	verb	to raise; to elevate	熱いコーヒーを入れてあげましょう。	Let me make you a cup of hot coffee.
914	いずれ	いずれ	pronoun	which; where; who	最も効果の高い頭痛薬はどれですか。	What's your strongest type of headache pill?
915	っぽい	っぽい	suffix	-ish; -like	彼女は少し皮肉っぽく話した。	She spoke with a suggestion of sarcasm in her voice.
916	ゆっくり	ゆっくり	adverb	slowly; unhurriedly; without haste	すみません、もう一度ゆっくり言ってください。	Excuse me, could you say that again more slowly?
917	スタート	スタート	noun	start; beginning	裕子はとてもすばやくレースをスタートした。	Yuko started the race very quickly.
918	メッセージ	メッセージ	noun	message	メッセージをもう一度読みなさい。	Read the message once more.
919	メディア	メディア	noun	media	メディアが憎悪の痕跡を安売りする。	The media sells a trace of hatred at bargain prices.
920	メーカー	メーカー	noun	manufacturer (esp. a major company); producer; maker	我々はその自動車メーカーに部品を供給している。	We supply parts to the auto manufacturer.
921	主張	しゅちょう	noun	claim; insistence; assertion	弁護士は彼の無罪を強く主張した。	The lawyer insisted on his innocence.
922	会場	かいじょう	noun	assembly hall; meeting place; venue	コンサート会場はファンであふれていた。	The concert hall was alive with fans.
923	会話	かいわ	noun	conversation; talk; chat	彼らの会話は続いた。	Their conversation went on.
924	作戦	さくせん	noun	tactics; strategy	誰もその作戦に失敗しなかった。	Nobody failed in the tactics.
925	制	せい	noun	system; organization; organisation	あの新しい会社は競争を制するかもしれません。	That new company could flatten the competition.
926	同様	どうよう	adjective	same; similar; (just) like	あなた同様私は興奮などしていない。	I am no more excited than you are.
927	団体	だんたい	noun	group; party; team	議長はその団体に１０年間加入しています。	The chairperson has been associated with the organization for ten years.
928	定期	ていき	noun	fixed period; fixed term	定期雑誌類は閲覧室より帯出禁止。	Periodicals may not be removed from the reading room.
